#,This,file,was,produced,by,the,NASA,Exoplanet,Archive,,http://exoplanetarchive.ipac.caltech.edu,
#,Sun,Sep,19,09:21:02,2021,,,,,,,
#,,,,,,,,,,,,
#,User,ID:,,,,,,,,,clebersilva,
#,,,,,,,,,,,,
#,User,preference:,archive,defaults,,,,,,,,
#,,,,,,,,,,,,
#,COLUMN,kepid:,,,,,,,,,,KepID
#,COLUMN,tce_plnt_num:,,,Planet,Number,,,,,,
#,COLUMN,tcet_period:,,,,Orbital,Period,[days],,,,
#,COLUMN,tcet_period_err:,Orbital,Period,Unc.,[days],,,,,,
#,COLUMN,tcet_time0bk:,,,Transit,Epoch,[BKJD],,,,,
#,COLUMN,tcet_time0bk_err:,Transit,Epoch,Unc.,[BKJD],,,,,,
#,COLUMN,tcet_duration:,,Transit,Duration,[hrs],,,,,,
#,COLUMN,tcet_duration_err:,Transit,Duration,Unc.,[hrs],,,,,,
#,COLUMN,av_training_set:,Autovetter,Training,Set,Label,,,,,,
#,,,,,,,,,,,,
rowid,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set,,,
6230,6356627,4,4.208940,2.525150000e-04,132081,6.531450000e-02,14.1400,7.3720000e-01,AFP,,,
6231,6356692,1,11.391700,8.282830000e-05,141558,5.703020000e-03,4.9660,1.5790000e-01,PC,,,
6232,6366512,1,0.591626,1.269680000e-05,132100,1.342970000e-03,1.5100,8.4970000e-01,AFP,,,
6233,6366512,2,0.584921,1.127360000e-05,131621,1.665400000e-03,1.9220,8.8390000e-01,AFP,,,
6234,6366512,3,0.595468,7.005880000e-06,131518,1.023410000e-03,2.0760,5.1270000e-01,AFP,,,
6235,6366617,1,0.684167,3.592610000e-03,131787,6.974150000e-01,0.9085,1.7780000e+01,AFP,,,
6236,6382916,1,0.614108,4.155390000e-05,132033,6.541330000e-03,1.5340,1.9620000e+00,AFP,,,
6237,6382916,2,0.604855,7.112120000e-06,132032,3.107680000e-03,2.2310,2.0610000e-01,AFP,,,
6238,6382943,1,0.656959,1.345790000e-05,131932,8.313570000e-03,2.4850,3.2180000e+00,UNK,,,
6239,6383595,1,2.815380,3.045430000e-05,132668,5.992240000e-03,4.7970,6.8010000e-01,NTP,,,
6240,6390243,2,0.524520,1.516160000e-05,131706,3.251480000e-03,1.6840,1.1740000e+00,AFP,,,
6241,6390824,1,0.973545,2.988020000e-06,131553,5.125590000e-04,0.9462,4.5190000e-02,AFP,,,
6242,6391733,1,0.627490,9.265220000e-06,131709,2.717630000e-03,2.1400,1.3370000e+00,NTP,,,
6243,6432059,1,0.769844,8.332470000e-06,131736,1.521170000e-03,1.5130,7.9770000e-01,NTP,,,
6244,6432345,1,234.636000,1.229000000e-03,172645,4.965540000e-03,7.1510,7.6040000e-01,PC,,,
6245,6435936,1,56.056000,2.170550000e-04,145110,3.252220000e-03,4.6190,9.9910000e-01,PC,,,
6246,6436029,1,59.496700,4.582900000e-04,146956,6.708200000e-03,6.0950,4.7080000e-01,PC,,,
6247,6448890,1,21.405300,9.219800000e-05,147103,3.626490000e-03,10.1100,2.4640000e-01,PC,,,
6248,6448890,2,10.500600,2.592340000e-04,135659,2.004000000e-02,12.7800,7.3240000e-01,PC,,,
6249,6449291,1,5.776800,4.484290000e-05,133627,5.637980000e-03,3.0190,4.0820000e-01,AFP,,,
6250,6449358,1,5.776800,2.976060000e-08,133627,4.459540000e-06,6.3040,2.5190000e-04,AFP,,,
6251,6449552,1,20.148700,0.000000000e+00,135809,0.000000000e+00,4.5000,0.0000000e+00,AFP,,,
6252,6464285,2,0.843650,0.000000000e+00,131523,0.000000000e+00,1.5000,0.0000000e+00,AFP,,,
6253,6464938,1,0.568374,1.200430000e-05,131908,1.949390000e-03,1.4150,1.0140000e+00,AFP,,,
6254,6464938,2,0.568380,2.251350000e-05,131764,2.328520000e-03,1.4900,6.0600000e-01,AFP,,,
6255,6464938,3,0.568373,0.000000000e+00,131633,0.000000000e+00,1.5000,0.0000000e+00,AFP,,,
6256,6465159,1,2.263740,2.258010000e-05,133775,6.786380000e-03,8.9270,3.9000000e+00,AFP,,,
6257,6113871,2,1.346900,2.490140000e-05,132726,1.256650000e-02,2.8870,2.8070000e-01,AFP,,,
6258,6113871,3,1.346910,1.407740000e-05,132079,4.031230000e-03,4.5070,5.3070000e+00,AFP,,,
6259,6114387,1,1.406320,8.684650000e-06,132214,1.516800000e-03,2.4940,2.8700000e-01,NTP,,,
6260,6114387,2,0.653033,0.000000000e+00,131855,0.000000000e+00,2.5000,0.0000000e+00,UNK,,,
6261,6114387,3,0.510900,1.083310000e-05,131915,2.133700000e-03,1.7520,3.8040000e+00,UNK,,,
6262,6131236,1,6.796860,2.659720000e-05,138114,3.111410000e-03,3.7620,1.6340000e-01,PC,,,
6263,6131659,1,17.528000,0.000000000e+00,144561,0.000000000e+00,4.5000,0.0000000e+00,AFP,,,
6264,6131659,2,17.527800,2.213890000e-07,135807,1.014210000e-05,5.6260,5.1890000e-04,AFP,,,
6265,6132064,1,5.773500,6.340120000e-05,136958,7.912780000e-03,13.4700,2.2950000e+00,AFP,,,
6266,6152974,1,20.172000,8.597330000e-06,141209,3.545950000e-04,3.2930,5.0230000e-02,PC,,,
6267,6152974,2,7.518580,3.193250000e-05,132529,3.214200000e-03,2.7880,2.4400000e-01,PC,,,
6268,6153201,1,3.494610,3.979010000e-05,134836,8.102430000e-03,8.3220,5.0940000e+00,AFP,,,
6269,6153201,2,3.494590,3.780070000e-05,132166,7.745490000e-03,10.3300,8.8320000e+00,AFP,,,
6270,6198182,1,3.881490,1.407280000e-05,135123,2.346640000e-03,2.7410,7.6880000e-02,PC,,,
6271,6198182,2,5.177760,3.047090000e-05,133506,4.240730000e-03,2.6590,1.1830000e-01,UNK,,,
6272,6198999,1,3.932470,8.505090000e-06,132552,1.505970000e-03,2.5830,1.2890000e-01,PC,,,
6273,6199043,1,497.746000,4.013720000e-03,253418,5.945730000e-03,4.1870,1.7710000e+00,UNK,,,
6274,6220010,2,0.818880,8.850540000e-06,131986,3.373340000e-03,1.8990,1.5220000e-01,UNK,,,
6275,6220312,1,5.273530,7.760020000e-05,135655,1.089920000e-02,5.3270,4.2370000e-01,PC,,,
6276,6220470,1,8.144140,1.693620000e-07,136505,1.832110000e-05,8.8330,1.0610000e-03,AFP,,,
6277,6220470,2,8.144140,1.065770000e-06,131628,1.142930000e-04,7.5350,6.7540000e-03,AFP,,,
6278,6231538,2,0.955277,2.024670000e-05,131581,6.422160000e-03,2.4610,6.3770000e+00,AFP,,,
6279,6231538,3,0.955296,1.285340000e-05,132203,4.157580000e-03,3.2860,4.3100000e+00,AFP,,,
6280,6231813,1,0.580152,1.249970000e-05,131918,1.984800000e-03,1.4710,7.3860000e-01,UNK,,,
6281,6278762,1,9.740500,1.460810000e-05,134878,1.025750000e-03,1.6610,4.1530000e-02,PC,,,
6282,6278762,2,6.189450,1.286960000e-05,134782,1.414980000e-03,2.6090,1.2100000e-01,PC,,,
6283,6278762,3,7.743560,1.802870000e-05,135088,1.563810000e-03,2.8580,7.7280000e-02,PC,,,
6284,6278762,4,4.545880,8.335900000e-06,131522,1.109020000e-03,1.7910,3.9370000e-02,PC,,,
6285,6292162,2,7.814850,4.051770000e-05,134791,4.312490000e-03,2.9010,3.1120000e-01,AFP,,,
6286,6292398,1,0.785001,2.182410000e-05,131621,8.183740000e-03,0.7175,6.5000000e-02,UNK,,,
6287,6292452,1,0.960802,3.166580000e-02,131939,8.128050000e+00,2.4900,2.3610000e+02,AFP,,,
6288,6292452,2,0.960611,1.667750000e-05,131858,3.851490000e-03,3.4560,1.6810000e+00,AFP,,,
6289,6309129,1,6.216900,6.214810000e-05,136182,7.294460000e-03,16.1100,1.6620000e+00,AFP,,,
6290,6309129,2,6.216850,6.565920000e-05,133940,7.755650000e-03,16.2400,1.8430000e+00,AFP,,,
6291,6309264,1,14.282200,9.570850000e-05,136326,5.477700000e-03,2.1470,6.8640000e-01,AFP,,,
6292,6309763,1,3.251660,2.866240000e-07,132041,4.776780000e-05,1.5330,8.6040000e-03,PC,,,
6293,6356928,1,2.343720,1.309090000e-05,132443,1.680650000e-03,5.9940,7.4130000e-01,AFP,,,
6294,6356928,2,3.545270,2.912850000e-05,132780,4.835390000e-03,6.1360,1.7150000e-01,UNK,,,
6295,6356928,3,2.343510,1.364480000e-05,131591,1.944450000e-03,4.9040,5.9430000e-01,AFP,,,
6296,6366617,2,0.683357,8.574900000e-05,131611,2.811290000e-02,1.9920,1.3420000e+01,AFP,,,
6297,6366617,3,1.195370,1.465730000e-05,131729,6.984170000e-03,3.4820,5.2420000e-01,UNK,,,
6298,6367260,1,0.831510,9.834350000e-06,131882,1.863120000e-03,1.3550,2.6700000e-01,UNK,,,
6299,6367365,1,1.095460,1.334760000e-05,131793,5.287270000e-03,3.9530,5.3190000e+00,UNK,,,
6300,6383595,2,1.407700,1.532720000e-05,131973,4.243880000e-03,3.9000,1.3060000e+00,UNK,,,
6301,6383785,1,5.640680,3.141570000e-06,132915,4.078160000e-04,2.8360,1.1110000e-01,PC,,,
6302,6383785,2,3.622770,1.257420000e-05,132992,2.255160000e-03,2.6620,1.2650000e-01,PC,,,
6303,6383821,1,27.072300,1.065230000e-04,139113,3.357150000e-03,6.9680,7.0990000e-01,PC,,,
6304,6392244,1,0.582743,1.132620000e-05,131739,2.893430000e-03,1.9880,1.5230000e+00,NTP,,,
6305,6392581,1,3.604410,6.553560000e-05,133993,1.316920000e-02,7.7900,3.2480000e+00,UNK,,,
6306,6392581,2,1.801950,2.246080000e-05,133242,7.112220000e-03,5.8450,5.9020000e+00,UNK,,,
6307,6392601,1,0.873457,1.515430000e-05,131532,4.999250000e-03,2.9150,5.1620000e+00,AFP,,,
6308,6436029,2,505.467000,7.674680000e-03,458075,9.005670000e-03,10.0400,1.3930000e+00,PC,,,
6309,6436505,1,43.534800,5.291640000e-04,155230,9.604970000e-03,5.0420,1.9930000e+00,UNK,,,
6310,6437719,1,7.776030,1.094510000e-04,133653,1.092080000e-02,14.2200,1.0610000e+00,NTP,,,
6311,6437993,1,1.397860,1.499710000e-05,131776,4.156460000e-03,5.0800,3.0070000e+00,UNK,,,
6312,6449552,2,20.148800,3.099980000e-06,144500,1.271130000e-04,4.6840,8.7370000e-03,AFP,,,
6313,6449552,3,402.691000,0.000000000e+00,258434,0.000000000e+00,6.0000,0.0000000e+00,UNK,,,
6314,6449552,4,322.408000,0.000000000e+00,175123,0.000000000e+00,4.5000,0.0000000e+00,UNK,,,
6315,6450067,1,5.359770,3.624040000e-05,134992,5.038030000e-03,11.8100,9.6810000e-01,AFP,,,
6316,6465159,2,2.263220,3.436460000e-05,133099,1.255460000e-02,5.8470,1.1740000e+00,AFP,,,
6317,6466443,1,1.295230,1.231870000e-05,132679,3.107380000e-03,3.3040,8.0620000e-01,UNK,,,
6318,6466583,1,2.142120,3.293620000e-05,132671,7.222550000e-03,4.9180,1.9500000e+00,NTP,,,
6319,6114403,1,2.909280,4.636040000e-05,133202,1.071900000e-02,10.3500,9.4220000e+00,UNK,,,
6320,6114539,1,0.941782,2.105350000e-05,131948,7.985850000e-03,3.1080,1.3330000e+01,UNK,,,
6321,6115025,1,1.622920,1.048500000e-05,131708,2.231310000e-03,3.2050,3.8090000e-01,UNK,,,
6322,6115025,2,0.810739,2.189060000e-05,132055,5.967380000e-03,4.3590,2.1900000e+01,NTP,,,
6323,6132064,2,5.776050,5.862100000e-05,133185,7.473310000e-03,15.4400,3.0610000e+00,AFP,,,
6324,6132064,3,2.887080,3.007580000e-05,133198,6.628830000e-02,9.0360,4.4420000e+00,UNK,,,
6325,6132088,1,5.150840,5.723610000e-05,133918,8.016560000e-03,14.2000,2.3480000e+00,NTP,,,
6326,6137681,1,356.535000,2.107670000e-03,433622,3.803450000e-03,5.2300,4.1750000e-01,AFP,,,
6327,6153233,1,0.954075,1.425350000e-05,131702,5.950970000e-03,3.1150,4.5380000e+00,AFP,,,
6328,6153233,2,0.954135,6.424020000e-06,132130,2.577590000e-03,4.8390,7.2880000e+00,AFP,,,
6329,6153407,1,5.990780,1.425700000e-05,134542,1.733050000e-03,1.6080,6.8510000e-02,PC,,,
6330,6199056,1,1.169000,2.849780000e-06,131739,5.748130000e-04,1.1280,2.4570000e-02,PC,,,
6331,6199702,1,0.805250,2.567210000e-06,132106,4.743350000e-04,1.0280,2.4450000e-02,AFP,,,
6332,6199731,1,0.918595,1.520730000e-05,132235,2.932700000e-03,2.0850,3.3630000e-01,AFP,,,
6333,6199731,2,0.918908,6.560640000e-05,131667,1.048130000e-02,1.0830,1.8500000e+00,AFP,,,
6334,6221385,1,19.672800,7.444730000e-04,134271,4.554190000e-02,5.0700,7.9440000e-01,PC,,,
6335,6221385,2,32.662500,2.534310000e-03,152679,9.618510000e-02,6.7640,5.9650000e-01,PC,,,
6336,6221385,3,7.313770,4.892070000e-05,137573,7.129470000e-03,2.2320,3.7700000e-01,PC,,,
6337,6221411,1,282.168000,5.359270000e-03,160777,2.465300000e-02,1.3220,9.4370000e-01,NTP,,,
6338,6231813,2,1.902480,4.101590000e-05,133041,1.647780000e-02,2.8680,9.8040000e-01,NTP,,,
6339,6233466,1,15.873600,0.000000000e+00,143843,0.000000000e+00,6.0000,0.0000000e+00,AFP,,,
6340,6233466,2,15.873400,2.469560000e-06,135627,1.638490000e-04,7.8730,4.1480000e-03,AFP,,,
6341,6233483,1,15.873400,5.430020000e-06,143860,2.828120000e-04,7.9570,1.9810000e-02,AFP,,,
6342,6233483,2,15.873400,9.047740000e-06,135628,4.798570000e-04,7.5890,2.6010000e-02,AFP,,,
6343,6279388,1,0.683599,7.634940000e-05,131616,1.677940000e-02,0.6861,2.3080000e+00,AFP,,,
6344,6279388,2,0.684303,1.097400000e-04,131988,3.292570000e-02,4.0210,5.8350000e+01,AFP,,,
6345,6279388,3,1.366420,1.208500000e-05,131656,2.800640000e-03,2.0150,1.8290000e-01,NTP,,,
6346,6279696,1,576.940000,5.816260000e-02,142651,9.463980000e-02,6.3020,1.0450000e+00,UNK,,,
6347,6279823,1,485.529000,1.098900000e-02,307549,1.592840000e-02,8.6620,2.2860000e+00,UNK,,,
6348,6292732,1,1.253340,1.026880000e-05,132663,3.267660000e-03,3.7930,2.4290000e+00,UNK,,,
6349,6293266,1,0.943820,1.857690000e-05,131787,8.945060000e-03,2.9090,1.3150000e+01,UNK,,,
6350,6294556,1,0.681322,8.797800000e-06,132138,2.241810000e-03,2.3520,8.0580000e-01,AFP,,,
6351,6310397,1,0.863177,1.015250000e-05,131734,2.466720000e-03,2.8620,8.4180000e-01,UNK,,,
6352,6310397,2,1.726440,1.401300000e-05,133008,3.112970000e-03,5.2320,1.5930000e+00,AFP,,,
6353,6310397,3,1.726460,1.411360000e-05,132132,3.338330000e-03,5.0780,1.0710000e+00,AFP,,,
6354,6357290,1,4.809950,2.038220000e-05,133011,3.170380000e-03,2.0030,2.2260000e-01,PC,,,
6355,6357667,1,6.072920,8.139460000e-05,137408,9.751170000e-03,15.1600,6.7850000e+00,NTP,,,
6356,6357702,1,0.519024,7.009120000e-06,131886,1.092890000e-03,1.1590,7.4610000e-01,UNK,,,
6357,6357702,2,0.724286,8.205160000e-06,132222,2.255850000e-03,2.5450,2.1740000e+00,AFP,,,
6358,6367439,1,3.779030,5.738540000e-05,132084,9.467080000e-03,9.7890,7.4820000e+00,AFP,,,
6359,6367628,1,1.889850,0.000000000e+00,131907,0.000000000e+00,2.5000,0.0000000e+00,UNK,,,
6360,6368175,1,21.187100,2.606670000e-04,148812,9.769010000e-03,3.9750,4.1970000e-01,PC,,,
6361,6368175,2,31.824900,6.512920000e-04,144549,1.656730000e-02,6.0670,1.1290000e+00,PC,,,
6362,6368222,1,0.720489,1.178820000e-05,132222,3.585980000e-03,3.0660,3.0430000e+00,UNK,,,
6363,6383932,1,2.438320,3.623880000e-05,133394,5.527720000e-03,6.7460,1.2280000e-01,UNK,,,
6364,6383932,2,1.910700,1.370570000e-05,131636,1.655320000e-03,2.4580,1.5500000e-01,UNK,,,
6365,6383932,3,0.955372,1.349860000e-05,131519,1.639100000e-03,2.3130,3.7610000e-01,UNK,,,
6366,6392601,2,0.873476,1.118370000e-05,131977,3.677690000e-03,3.0720,4.2040000e+00,AFP,,,
6367,6392727,1,4.583520,1.342150000e-06,133306,2.046700000e-04,2.7500,6.0470000e-02,PC,,,
6368,6421137,1,2.456060,1.886140000e-05,131578,3.602150000e-03,5.5950,1.1350000e+00,UNK,,,
6369,6421188,1,16.434400,7.779540000e-07,136288,4.037720000e-05,5.1920,2.8920000e-03,AFP,,,
6370,6438099,1,21.613100,6.929270000e-05,137027,2.658960000e-03,1.4810,2.7340000e-01,PC,,,
6371,6438216,1,459.333000,5.807470000e-03,260178,9.035750000e-03,3.7080,8.7070000e+00,NTP,,,
6372,6440528,1,0.566792,1.505700000e-05,131810,2.577370000e-03,1.1410,3.5270000e-01,NTP,,,
6373,6440685,1,0.566747,2.321570000e-04,131891,9.006070000e-02,2.5560,5.8850000e+01,NTP,,,
6374,6450067,2,1.339910,1.208700000e-05,132532,3.832590000e-03,4.3140,3.3850000e+00,UNK,,,
6375,6450067,3,5.359490,5.122570000e-05,133239,6.916660000e-03,11.1100,1.8610000e+00,AFP,,,
6376,6450067,4,466.594000,2.084130000e-02,447760,2.323400000e-02,14.3000,2.6980000e+00,NTP,,,
6377,6450934,1,1.672970,3.678390000e-05,133069,9.438580000e-03,6.6010,7.8270000e+00,AFP,,,
6378,6466583,2,4.284750,6.823910000e-05,133701,9.850840000e-03,6.9020,2.2520000e+00,NTP,,,
6379,6466939,1,1.142960,2.315450000e-08,131893,6.150080000e-06,3.3440,2.5570000e-03,UNK,,,
6380,6467349,1,1.738270,1.683860000e-05,131580,4.861520000e-03,5.6150,4.1640000e+00,UNK,,,
6381,6467363,1,3.679350,1.855640000e-05,134995,3.392940000e-03,3.4200,1.3020000e-01,PC,,,
6382,6115466,1,4.931160,8.043920000e-05,136302,1.161770000e-02,14.2400,4.9240000e+00,AFP,,,
6383,6115466,2,4.929780,9.733030000e-05,134308,1.407770000e-02,19.5800,1.2820000e+01,AFP,,,
6384,6115516,1,0.865738,6.826540000e-06,131590,1.326900000e-03,1.0940,6.7110000e-02,AFP,,,
6385,6137704,1,178.268000,4.128640000e-05,255351,1.739390000e-04,5.8640,1.3970000e-02,PC,,,
6386,6137779,1,21.532500,1.816850000e-04,131881,6.700610000e-03,4.2300,3.6510000e-01,AFP,,,
6387,6138109,1,1.085670,8.302840000e-06,132495,1.853550000e-03,3.2480,4.7950000e-01,AFP,,,
6388,6153672,1,3.364430,7.986430000e-07,131667,1.163060000e-04,0.9627,2.9440000e-02,AFP,,,
6389,6153673,1,3.167490,3.297930000e-05,133722,6.356460000e-03,5.9280,1.0210000e+00,UNK,,,
6390,6153673,2,3.474070,9.409110000e-05,131792,1.735520000e-02,10.9500,1.2690000e+01,UNK,,,
6391,6153673,3,0.770860,1.269740000e-05,131900,3.747490000e-03,2.2550,1.1700000e+00,UNK,,,
6392,6199731,3,1.642320,2.478380000e-05,133043,8.222150000e-03,5.5530,1.5990000e-01,UNK,,,
6393,6200235,1,1.078400,2.683590000e-06,132168,5.520750000e-04,1.3300,2.9450000e-02,PC,,,
6394,6200709,1,3.723550,4.967180000e-07,134946,1.187220000e-04,3.5340,1.0100000e-02,AFP,,,
6395,6222079,1,1.940160,2.810020000e-05,132044,1.096140000e-02,2.3680,2.5120000e-01,AFP,,,
6396,6222079,2,1.940170,1.295860000e-05,131505,3.484270000e-03,6.4910,2.2490000e+00,AFP,,,
6397,6222381,1,0.813663,2.463430000e-05,131899,6.100880000e-03,2.7210,9.9030000e+00,NTP,,,
6398,6222381,2,491.489000,2.979980000e-02,289938,1.288110000e-01,14.4500,8.0500000e+00,UNK,,,
6399,6233573,1,0.587467,3.188760000e-06,132088,5.370640000e-04,1.3070,1.0370000e-01,AFP,,,
6400,6233748,1,1.336820,1.672280000e-05,131951,5.052660000e-03,3.1900,2.3270000e+00,UNK,,,
6401,6233748,2,2.674720,2.836530000e-05,133462,6.719920000e-03,5.6860,1.9890000e+00,AFP,,,
6402,6279974,1,0.805252,7.124930000e-07,132105,1.314230000e-04,1.0440,2.2440000e-02,PC,,,
6403,6280952,1,1.628780,1.138650000e-04,131662,5.266040000e-02,1.2360,1.4730000e+00,UNK,,,
6404,6280952,2,0.740581,8.137960000e-06,131874,2.619160000e-03,2.5490,1.4800000e+00,UNK,,,
6405,6294556,2,206.013000,5.406240000e-03,323354,2.067680000e-02,9.0600,1.4780000e+00,UNK,,,
6406,6294556,3,0.681315,9.533690000e-06,131803,2.450800000e-03,2.4740,1.0060000e+00,AFP,,,
6407,6294819,1,0.675609,2.720220000e-05,131736,6.672240000e-03,1.6090,3.8450000e+00,PC,,,
6408,6294889,1,0.699238,2.302160000e-04,132063,7.172290000e-02,1.8750,1.2610000e+01,AFP,,,
6409,6310414,1,648.845000,1.878300000e-02,260246,2.194140000e-02,15.2500,1.2770000e+00,NTP,,,
6410,6310636,1,0.921012,4.671290000e-06,132044,1.546170000e-03,2.4990,6.7520000e-01,PC,,,
6411,6310929,1,3.175470,5.659700000e-05,134280,1.176840000e-02,9.4950,8.3770000e+00,UNK,,,
6412,6310979,1,342.919000,1.932800000e-02,384145,2.599750000e-02,12.2100,1.5940000e+00,NTP,,,
6413,6357702,3,0.724276,6.217660000e-06,131762,1.777090000e-03,2.4420,1.3880000e+00,AFP,,,
6414,6357702,4,1.422750,1.622180000e-05,132178,4.943170000e-03,2.7000,9.9470000e-01,UNK,,,
6415,6357795,1,6.258480,7.320650000e-05,133810,8.593440000e-03,14.8800,3.3250000e+00,UNK,,,
6416,6368222,2,1.907490,2.030580000e-05,132936,5.355030000e-03,5.3210,2.6480000e+00,UNK,,,
6417,6368222,3,82.970600,1.819650000e-03,171428,1.493360000e-02,8.2170,1.5160000e+00,NTP,,,
6418,6368230,1,26.084700,3.270440000e-04,149419,1.027430000e-02,6.8370,1.1620000e+00,PC,,,
6419,6368414,1,359.798000,6.402720000e-03,445526,1.058470000e-02,1.6800,1.8360000e+00,UNK,,,
6420,6384840,1,2.498940,1.424780000e-05,133391,2.671510000e-03,1.2020,6.0480000e-01,UNK,,,
6421,6385010,1,4.888120,8.143570000e-05,136121,1.302650000e-02,12.9400,1.0280000e-01,AFP,,,
6422,6385010,2,4.887740,6.171980000e-05,133675,9.388990000e-03,15.0100,6.1170000e+00,AFP,,,
6423,6385302,1,411.540000,1.569530000e-02,185354,2.759710000e-02,17.3300,4.1160000e+00,UNK,,,
6424,6421188,2,16.434300,1.436530000e-05,142484,7.344560000e-04,6.3550,4.5290000e-02,AFP,,,
6425,6421483,1,2.158370,1.042670000e-07,131910,2.591280000e-05,4.9250,1.5310000e-03,UNK,,,
6426,6421503,1,2.158380,9.510550000e-06,131910,2.510630000e-03,3.8580,5.2550000e-01,AFP,,,
6427,6421759,1,3.459660,2.039740000e-04,133612,2.762850000e-02,1.2600,5.8420000e-01,AFP,,,
6428,6441258,1,0.830790,9.201430000e-06,132360,2.899080000e-03,2.5350,8.2360000e-01,AFP,,,
6429,6441258,2,0.830821,4.926110000e-06,131904,1.492690000e-03,4.6560,4.5620000e+00,AFP,,,
6430,6441436,1,0.600400,5.580080000e-06,131672,9.766660000e-04,2.5080,9.6900000e-01,AFP,,,
6431,6441436,2,0.600400,0.000000000e+00,132047,0.000000000e+00,2.0000,0.0000000e+00,AFP,,,
6432,6450934,2,1.673170,2.149450000e-05,132248,5.924790000e-03,5.9040,3.9510000e+00,AFP,,,
6433,6451125,1,72.654600,8.566190000e-04,170592,9.379080000e-03,6.0430,5.1440000e-01,UNK,,,
6434,6451160,1,1.017110,1.235020000e-05,131691,1.411470000e-03,3.2060,1.1240000e-01,AFP,,,
6435,6467363,2,7.446500,7.183710000e-05,137338,7.415630000e-03,4.1320,2.6400000e-01,PC,,,
6436,6467826,1,1.762150,1.197220000e-05,132561,2.849120000e-03,3.1060,6.5890000e-01,UNK,,,
6437,6468089,1,0.838674,1.354300000e-05,131901,4.499870000e-03,2.6760,2.0480000e+00,UNK,,,
6438,6115603,1,2.027710,1.822280000e-05,132223,3.812640000e-03,6.0030,2.5610000e+00,UNK,,,
6439,6115603,2,2.118550,2.533860000e-05,132630,5.340560000e-03,4.8290,1.4370000e+00,NTP,,,
6440,6116172,1,2.633640,1.734400000e-05,133759,2.897630000e-03,7.4360,3.6790000e+00,NTP,,,
6441,6116172,2,5.268100,2.142430000e-05,131586,2.975430000e-03,4.4050,2.9760000e-01,AFP,,,
6442,6138109,2,1.085700,9.810870000e-06,131820,2.437150000e-03,2.9770,7.0160000e-01,AFP,,,
6443,6138109,3,1.081110,1.107230000e-05,131776,2.556020000e-03,2.1480,3.4150000e-01,AFP,,,
6444,6139220,1,273.685000,5.661910000e-04,350853,1.487410000e-03,8.2720,8.4680000e-02,PC,,,
6445,6139591,1,0.802301,1.532520000e-05,132242,6.594630000e-03,2.6320,1.0400000e+01,AFP,,,
6446,6154326,1,0.763051,8.908310000e-06,131814,1.930150000e-03,1.2680,1.1750000e-01,UNK,,,
6447,6181674,1,0.857369,6.979820000e-06,131645,2.339470000e-03,3.2450,1.6860000e+00,AFP,,,
6448,6181674,2,0.857341,1.089220000e-05,132054,3.557020000e-03,2.7230,1.3540000e+00,AFP,,,
6449,6200709,2,3.723530,9.007140000e-06,133092,1.981490000e-03,2.9280,4.8640000e-01,AFP,,,
6450,6200715,1,3.723570,5.321020000e-06,134943,9.307500000e-04,2.7930,1.8650000e-01,AFP,,,
6451,6200810,1,35.876100,4.036580000e-04,147486,9.208210000e-03,4.6240,1.3090000e+00,PC,,,
6452,6205228,1,3.770590,6.426020000e-06,133392,1.091360000e-03,1.9920,9.2350000e-02,PC,,,
6453,6222529,1,0.990238,1.163170000e-03,132204,3.397020000e-01,2.8780,4.7710000e+01,AFP,,,
6454,6222529,2,0.990200,1.001520000e-05,131727,6.223160000e-03,1.8770,1.2950000e-01,AFP,,,
6455,6222627,1,410.003000,1.671650000e-02,377056,2.274430000e-02,11.0200,9.9980000e+00,UNK,,,
6456,6222884,1,2.916950,2.101580000e-05,132169,4.327260000e-03,7.4960,1.7310000e+00,NTP,,,
6457,6233748,3,2.676340,3.223990000e-05,133844,8.126440000e-03,9.7890,8.4380000e+00,AFP,,,
6458,6233890,1,2.995470,4.721800000e-06,132767,9.462060000e-04,3.5860,4.2130000e-02,AFP,,,
6459,6233890,2,7.366810,8.751290000e-05,136782,8.950170000e-03,15.0900,2.6240000e+00,AFP,,,
6460,6233890,3,7.366200,1.196790000e-04,135133,1.219290000e-02,12.2400,2.0930000e-01,AFP,,,
6461,6280952,3,1.262210,2.037460000e-05,132505,8.360850000e-03,1.8250,1.4710000e-01,UNK,,,
6462,6283224,1,0.766479,1.570260000e-07,132035,2.681460000e-05,1.9010,2.6550000e-03,AFP,,,
6463,6283224,2,0.766480,0.000000000e+00,131645,0.000000000e+00,1.5000,0.0000000e+00,AFP,,,
6464,6284209,1,1.305050,2.739870000e-05,132136,8.924420000e-03,4.8640,7.9920000e+00,UNK,,,
6465,6284363,1,0.849639,1.279560000e-05,131925,4.244390000e-03,3.5180,6.4210000e+00,UNK,,,
6466,6294889,2,0.699320,1.286930000e-05,131614,4.645780000e-03,2.2900,4.0840000e+00,AFP,,,
6467,6300348,1,5.695900,1.338920000e-06,133536,1.659130000e-04,3.5750,4.4260000e-02,PC,,,
6468,6301030,1,11.991000,0.000000000e+00,139596,0.000000000e+00,3.5000,0.0000000e+00,AFP,,,
6469,6301030,2,11.991000,0.000000000e+00,143282,0.000000000e+00,3.0000,0.0000000e+00,AFP,,,
