#,This,file,was,produced,by,the,NASA,Exoplanet,Archive,,http://exoplanetarchive.ipac.caltech.edu,
#,Sun,Sep,19,09:21:02,2021,,,,,,,
#,,,,,,,,,,,,
#,User,ID:,,,,,,,,,clebersilva,
#,,,,,,,,,,,,
#,User,preference:,archive,defaults,,,,,,,,
#,,,,,,,,,,,,
#,COLUMN,kepid:,,,,,,,,,,KepID
#,COLUMN,tce_plnt_num:,,,Planet,Number,,,,,,
#,COLUMN,tcet_period:,,,,Orbital,Period,[days],,,,
#,COLUMN,tcet_period_err:,Orbital,Period,Unc.,[days],,,,,,
#,COLUMN,tcet_time0bk:,,,Transit,Epoch,[BKJD],,,,,
#,COLUMN,tcet_time0bk_err:,Transit,Epoch,Unc.,[BKJD],,,,,,
#,COLUMN,tcet_duration:,,Transit,Duration,[hrs],,,,,,
#,COLUMN,tcet_duration_err:,Transit,Duration,Unc.,[hrs],,,,,,
#,COLUMN,av_training_set:,Autovetter,Training,Set,Label,,,,,,
#,,,,,,,,,,,,
rowid,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set,,,
11292,7517261,2,8.543310,6.921790000e-05,137997,6.365050000e-03,6.0360,2.2270000e-01,PC,,,
11293,7518797,1,1.303730,2.114350000e-05,131942,8.043240000e-03,6.5860,1.2120000e+01,NTP,,,
11294,7547925,1,1.642010,3.699620000e-05,133105,1.221550000e-02,4.8620,3.7320000e+00,UNK,,,
11295,7547969,1,0.677103,1.224010000e-05,131631,2.651690000e-03,3.7560,1.8340000e+01,UNK,,,
11296,7548035,1,4.924950,1.053440000e-04,136397,1.543930000e-02,10.8100,4.7340000e+00,NTP,,,
11297,7548259,1,0.545370,2.908620000e-04,131710,1.108710000e-01,2.8780,6.7110000e+01,UNK,,,
11298,7585445,3,1.332400,7.908470000e-06,131871,2.502780000e-03,4.4320,3.0380000e+00,AFP,,,
11299,7585481,1,8.098880,2.064700000e-06,136130,2.001440000e-04,4.1980,4.0500000e-02,PC,,,
11300,7587506,1,625.379000,1.260530000e-02,311428,1.659980000e-02,8.0660,6.4770000e-01,NTP,,,
11301,7588292,1,505.862000,1.471190000e-02,401028,1.935470000e-02,8.6510,2.9580000e+00,UNK,,,
11302,7618364,2,0.544928,8.105950000e-06,131986,1.356100000e-03,1.2520,1.7560000e-01,AFP,,,
11303,7618364,3,0.544859,1.401590000e-04,131736,3.216360000e-02,1.3460,3.1530000e+00,AFP,,,
11304,7620413,1,2.543050,8.040910000e-06,132683,1.865690000e-03,2.7570,1.1930000e-01,PC,,,
11305,7620413,2,3.665230,0.000000000e+00,131511,0.000000000e+00,4.5000,0.0000000e+00,UNK,,,
11306,7631194,2,0.811380,6.257360000e-06,132289,7.440680000e-04,1.1620,5.3210000e-02,AFP,,,
11307,7658229,1,36.182600,1.967000000e-04,144701,6.942820000e-03,4.1720,7.0630000e-02,PC,,,
11308,7658578,1,1.130350,2.982610000e-06,131965,1.061770000e-03,3.0130,5.8950000e-01,NTP,,,
11309,7658578,2,4.521430,1.734730000e-05,134593,2.732500000e-03,5.4490,1.7010000e-01,AFP,,,
11310,7673192,1,6.124840,1.495520000e-05,134933,1.777840000e-03,3.5980,1.0550000e-01,PC,,,
11311,7673192,2,4.028750,1.112740000e-05,133770,1.856860000e-03,3.1700,7.2160000e-02,PC,,,
11312,7673192,3,11.242800,5.029220000e-05,136321,3.446270000e-03,4.1940,2.1840000e-01,PC,,,
11313,7699056,2,0.960281,4.465640000e-05,131527,7.315680000e-03,1.3700,6.0020000e-01,AFP,,,
11314,7699056,3,0.960278,3.943370000e-05,132256,1.144510000e-02,2.5020,7.6320000e+00,AFP,,,
11315,7699056,4,0.960275,3.507170000e-05,132014,5.657090000e-03,1.3810,3.6600000e-01,AFP,,,
11316,7732964,1,598.546000,5.192030000e-01,384416,7.149080000e-01,9.5920,2.1550000e+01,NTP,,,
11317,7733540,1,0.772586,1.068580000e-05,131713,2.103460000e-03,2.6980,2.1540000e+00,UNK,,,
11318,7733685,1,0.804108,6.615230000e-05,131888,1.747470000e-02,2.9260,8.5700000e+00,AFP,,,
11319,7733685,2,0.803939,1.038950000e-05,131761,1.635340000e-02,4.7200,3.8810000e+00,AFP,,,
11320,7761918,1,89.193400,1.143130000e-04,217825,9.552060000e-04,4.4150,9.1550000e-02,PC,,,
11321,7762723,1,9.887380,8.874130000e-05,139523,7.182960000e-03,4.1740,2.6220000e-01,AFP,,,
11322,7763269,1,6.408270,1.591290000e-05,134042,1.948390000e-03,2.8850,5.2100000e-02,PC,,,
11323,7777416,2,2.545550,9.999180000e-06,132647,2.438120000e-03,2.7780,1.1520000e-01,AFP,,,
11324,7777435,1,0.544412,5.843460000e-03,131936,1.931630000e+00,2.2100,1.3770000e+02,AFP,,,
11325,7777435,2,1.269880,2.018250000e-05,132490,5.381260000e-03,2.4690,6.1330000e-01,UNK,,,
11326,7777435,3,0.544120,1.823620000e-05,131836,5.260700000e-03,1.6880,6.8760000e+00,AFP,,,
11327,7335713,1,0.573701,7.162940000e-06,131945,1.102770000e-03,1.3690,2.8290000e-01,AFP,,,
11328,7335713,2,0.573721,9.236550000e-06,131652,1.328170000e-03,1.2750,2.0920000e-01,AFP,,,
11329,7335972,1,0.579764,7.669260000e-06,131799,1.037960000e-03,0.8387,6.2260000e-02,AFP,,,
11330,7364845,1,0.832459,1.657080000e-05,131718,4.294630000e-03,2.3580,8.3200000e-01,AFP,,,
11331,7364845,2,0.832474,1.176660000e-05,132108,3.711810000e-03,3.0990,4.3250000e+00,AFP,,,
11332,7365447,1,2.525520,1.073780000e-07,133849,3.140770000e-05,3.5950,2.3470000e-03,UNK,,,
11333,7365528,1,0.641456,8.593210000e-06,131714,2.828210000e-03,2.6850,4.8240000e+00,AFP,,,
11334,7379646,2,1.335880,7.741380000e-06,132508,3.122680000e-03,2.1240,3.2860000e-01,AFP,,,
11335,7380537,1,2.688900,8.982800000e-08,132458,1.865350000e-05,2.1250,4.9570000e-03,PC,,,
11336,7380829,1,3.174680,1.042100000e-05,132233,2.151250000e-03,6.0790,6.6840000e-01,AFP,,,
11337,7381580,1,13.516500,1.232810000e-04,144030,7.272300000e-03,2.2110,4.3610000e-01,UNK,,,
11338,7431709,1,0.572516,9.539770000e-06,131783,2.684820000e-03,2.0830,1.4790000e+00,AFP,,,
11339,7431838,1,3.036990,1.250290000e-05,133876,2.455240000e-03,4.3610,4.7280000e-01,AFP,,,
11340,7431838,2,3.037020,8.517590000e-06,134328,1.581710000e-03,2.0100,4.8380000e-02,AFP,,,
11341,7431838,3,3.036980,9.953840000e-06,134542,1.826000000e-03,1.8040,6.3500000e-02,AFP,,,
11342,7455624,1,0.581504,5.299160000e-06,131932,1.402390000e-03,1.9830,2.0130000e+00,AFP,,,
11343,7455624,2,0.581516,5.766920000e-06,131546,1.454240000e-03,1.9390,1.8740000e+00,AFP,,,
11344,7455624,3,0.581696,0.000000000e+00,131597,0.000000000e+00,2.0000,0.0000000e+00,AFP,,,
11345,7455733,1,0.753285,1.707400000e-05,131825,1.235330000e-02,1.1180,4.2060000e+00,UNK,,,
11346,7455914,1,1.698200,3.923880000e-05,132429,1.014150000e-02,5.4780,5.8280000e-01,AFP,,,
11347,7467185,1,1.191450,1.547780000e-05,132659,5.068440000e-03,2.8910,4.3820000e+00,AFP,,,
11348,7467185,2,1.191580,1.099890000e-05,131996,3.876910000e-03,5.4930,5.9180000e+00,AFP,,,
11349,7467518,1,0.928836,7.794610000e-06,132368,1.208890000e-03,1.3400,9.0400000e-02,UNK,,,
11350,7522019,1,1.207760,1.862530000e-05,132492,7.989250000e-03,1.6220,7.7020000e-02,UNK,,,
11351,7522572,1,0.512444,1.097110000e-05,131693,1.994420000e-03,1.4510,2.1090000e+00,AFP,,,
11352,7522572,2,0.512431,6.429150000e-06,131965,1.104940000e-03,1.5090,9.4340000e-01,AFP,,,
11353,7548259,2,1.214630,1.732450000e-05,131718,5.388410000e-03,2.8350,2.4250000e+00,UNK,,,
11354,7548259,3,1.928280,2.088100000e-05,131592,5.189410000e-03,2.6410,2.5030000e-01,UNK,,,
11355,7548479,1,0.646278,7.129520000e-06,131583,1.422650000e-03,1.3900,1.2940000e-01,AFP,,,
11356,7548479,2,0.646278,8.398060000e-06,131913,1.680050000e-03,1.4310,1.5460000e-01,AFP,,,
11357,7588436,1,23.392400,2.608650000e-04,139761,9.539520000e-03,2.9550,3.7210000e-01,UNK,,,
11358,7591772,1,710.277000,9.461350000e-03,155840,1.361160000e-02,5.4030,1.8730000e+00,NTP,,,
11359,7592529,1,75.907100,1.489020000e-03,185691,1.529400000e-02,7.8350,5.7340000e-01,UNK,,,
11360,7620537,1,0.720915,1.058270000e-05,131839,4.033590000e-03,2.7160,7.9150000e+00,UNK,,,
11361,7620654,1,0.795495,1.879740000e-05,131586,2.754840000e-03,2.4980,2.0940000e+00,AFP,,,
11362,7620654,2,0.795491,8.000340000e-06,131986,1.222340000e-03,2.4220,4.0600000e-01,AFP,,,
11363,7658578,3,4.521420,1.756570000e-05,133843,2.797620000e-03,3.8290,1.0640000e-01,AFP,,,
11364,7658578,4,4.521520,1.946800000e-05,132453,3.244830000e-03,2.8910,1.2680000e-01,AFP,,,
11365,7658578,5,4.521360,2.789530000e-05,133260,1.592560000e-02,9.1240,1.0740000e+00,AFP,,,
11366,7673192,4,8.921200,4.040790000e-05,137485,3.578750000e-03,3.9470,1.9790000e-01,PC,,,
11367,7673192,5,16.534100,1.377060000e-04,135404,7.072850000e-03,4.1610,3.0070000e-01,PC,,,
11368,7673841,1,5.341820,2.794190000e-05,136318,3.856260000e-03,3.4800,1.3090000e-01,PC,,,
11369,7673841,2,10.423200,6.751310000e-05,135151,5.142980000e-03,2.1320,2.0650000e-01,PC,,,
11370,7699298,1,1.157770,8.669800000e-06,132458,2.990560000e-03,3.2010,7.1720000e-01,AFP,,,
11371,7699478,1,0.964045,9.068180000e-06,132054,1.461650000e-03,3.6780,1.1360000e+00,AFP,,,
11372,7699478,2,0.964031,6.454520000e-06,132410,1.205300000e-03,3.3880,9.6500000e-01,AFP,,,
11373,7700033,1,0.782966,8.802280000e-06,131859,1.711680000e-03,1.4490,4.8180000e-01,AFP,,,
11374,7733685,3,0.966647,2.303450000e-05,132327,7.469760000e-03,2.3030,7.7670000e-01,UNK,,,
11375,7733731,1,4.858100,2.328900000e-05,135165,3.475490000e-03,5.7010,1.8380000e-01,PC,,,
11376,7738436,1,0.709147,8.740000000e-06,131685,1.821730000e-03,2.4660,1.0370000e+00,UNK,,,
11377,7764367,1,3.173920,3.730140000e-06,132838,7.481930000e-04,3.4740,6.7620000e-02,PC,,,
11378,7765006,1,6.800990,7.017200000e-05,135633,7.676250000e-03,14.6600,4.1240000e+00,NTP,,,
11379,7765006,2,3.406700,6.727850000e-05,134411,1.284620000e-02,4.6860,1.7630000e-01,UNK,,,
11380,7765236,1,3.590240,4.493730000e-05,134965,8.863010000e-03,7.5490,8.6700000e-01,UNK,,,
11381,7777471,1,0.885106,5.329900000e-06,131897,1.872310000e-03,3.3020,2.6450000e+00,AFP,,,
11382,7777522,1,0.885097,8.019630000e-06,131899,2.429400000e-03,2.0710,1.0760000e+00,AFP,,,
11383,7777818,1,5.781700,3.366590000e-05,136765,4.315190000e-03,2.2750,2.3150000e-01,AFP,,,
11384,7778108,1,1.235510,3.996450000e-05,132269,1.373850000e-02,3.1180,1.0360000e+01,UNK,,,
11385,7335972,2,0.579718,2.931320000e-05,132093,5.439770000e-03,1.2760,2.4500000e+00,AFP,,,
11386,7336640,1,610.393000,9.156180000e-03,191701,1.271230000e-02,12.0900,7.2360000e-01,NTP,,,
11387,7336754,1,12.155200,4.500150000e-07,133767,3.035590000e-05,6.8270,2.1280000e-03,UNK,,,
11388,7336754,2,6.077620,7.569160000e-07,133864,9.963750000e-05,6.7290,6.3880000e-03,UNK,,,
11389,7365528,2,0.641446,1.809490000e-05,132081,2.538710000e-03,1.4190,1.0360000e+00,AFP,,,
11390,7365537,1,0.972002,1.092770000e-05,131731,2.804930000e-03,3.3680,2.5460000e-01,UNK,,,
11391,7365557,1,0.683577,1.314560000e-05,131740,4.670990000e-03,2.7830,7.8800000e+00,AFP,,,
11392,7365569,1,0.683605,0.000000000e+00,131751,0.000000000e+00,2.5000,0.0000000e+00,AFP,,,
11393,7381616,1,0.792133,3.980620000e-05,132260,2.047240000e-02,2.3280,3.4190000e+01,UNK,,,
11394,7381695,1,0.948674,7.627470000e-06,131900,1.891400000e-03,1.5570,1.8970000e-01,UNK,,,
11395,7381977,1,0.773837,1.097310000e-05,131924,6.430800000e-03,5.9120,1.0630000e+01,UNK,,,
11396,7382099,1,0.592419,0.000000000e+00,131655,0.000000000e+00,1.5000,0.0000000e+00,UNK,,,
11397,7382313,1,7.426950,3.730000000e-05,133105,3.977710000e-03,3.3040,3.0220000e-01,PC,,,
11398,7431838,4,3.037080,1.196020000e-05,131998,2.247160000e-03,2.0300,9.7490000e-02,AFP,,,
11399,7431838,5,1.012320,1.153060000e-05,131837,3.652750000e-03,3.3960,1.0700000e+00,NTP,,,
11400,7431838,6,0.607398,0.000000000e+00,131930,0.000000000e+00,2.0000,0.0000000e+00,UNK,,,
11401,7431887,1,530.699000,1.420440000e-02,183636,1.720070000e-02,14.5500,2.0520000e+00,NTP,,,
11402,7455914,2,1.698330,6.879520000e-06,131570,9.873020000e-04,5.9980,1.7960000e+00,AFP,,,
11403,7455981,1,14.454000,1.579340000e-04,135456,8.841050000e-03,7.1490,5.8870000e-01,PC,,,
11404,7456001,1,40.068600,1.077350000e-04,151809,2.087380000e-03,6.0540,2.6760000e-01,PC,,,
11405,7456441,1,1.195970,1.677420000e-05,131956,9.340280000e-03,2.2200,3.8850000e-01,AFP,,,
11406,7467518,2,1.711740,2.092150000e-05,133010,4.445520000e-03,3.8690,2.0600000e+00,AFP,,,
11407,7467518,3,1.711830,1.631640000e-05,131764,3.462570000e-03,4.7910,2.8430000e+00,AFP,,,
11408,7467518,4,68.043100,7.789010000e-04,191108,8.895670000e-03,3.7950,1.1940000e+00,UNK,,,
11409,7467539,1,0.980128,8.809990000e-06,132356,3.746400000e-03,5.0640,9.4050000e+00,NTP,,,
11410,7522911,1,20.499800,1.352580000e-04,131822,5.589080000e-03,5.6570,1.1900000e+00,PC,,,
11411,7523115,1,1.192930,1.046360000e-05,131639,3.144030000e-03,3.8310,3.7470000e+00,NTP,,,
11412,7523340,1,4.908660,4.049010000e-05,131755,5.716390000e-03,14.9200,2.9480000e+00,AFP,,,
11413,7523340,2,4.907960,6.079180000e-05,134083,8.544570000e-03,7.9200,1.8000000e+00,AFP,,,
11414,7548479,3,1.771590,2.381440000e-05,132466,8.798740000e-03,4.9310,6.7830000e-01,UNK,,,
11415,7549209,1,27.507400,1.234890000e-04,151839,3.591910000e-03,5.3370,5.5120000e-01,PC,,,
11416,7549389,1,18.471900,4.342120000e-04,149525,1.966600000e-02,14.5400,5.0770000e-01,AFP,,,
11417,7592922,1,2.158860,1.534760000e-05,131985,3.573500000e-03,1.8870,1.4680000e-01,UNK,,,
11418,7593110,1,3.549390,1.837410000e-07,134246,3.602430000e-05,2.4530,3.9090000e-03,AFP,,,
11419,7593110,2,3.549410,2.922550000e-06,132460,5.631890000e-04,2.2600,4.4010000e-02,AFP,,,
11420,7595157,1,3.383540,4.447150000e-06,132421,7.568810000e-04,1.3650,6.5270000e-02,PC,,,
11421,7620660,1,5.366610,1.200610000e-05,134849,1.692470000e-03,5.1690,3.0710000e-01,AFP,,,
11422,7620660,2,0.683697,9.196180000e-06,131622,2.616960000e-03,2.2100,2.4700000e+00,AFP,,,
11423,7620801,1,695.780000,1.021390000e-02,195398,1.220840000e-02,14.1400,9.3610000e-01,NTP,,,
11424,7620844,1,58.621600,7.687300000e-06,178568,9.272930000e-05,8.6330,2.2270000e-02,AFP,,,
11425,7658796,1,5.382430,6.970240000e-05,132965,9.373810000e-03,14.7400,6.8290000e+00,AFP,,,
11426,7658796,2,5.382510,6.675930000e-05,135593,9.079840000e-03,17.1500,5.0630000e+00,AFP,,,
11427,7658882,1,0.677045,9.073410000e-06,131613,2.976950000e-03,2.4610,2.6690000e+00,UNK,,,
11428,7658925,1,0.854645,1.744170000e-05,131553,4.265020000e-03,2.8550,1.2510000e+00,AFP,,,
11429,7673841,3,7.878550,7.087040000e-05,138585,7.095810000e-03,3.1810,2.2080000e-01,PC,,,
11430,7674050,1,472.227000,8.534420000e-05,363714,1.161730000e-04,4.8480,3.0120000e-02,AFP,,,
11431,7674265,1,1.144430,1.158560000e-05,131877,3.067440000e-03,3.4520,2.2380000e+00,UNK,,,
11432,7676423,1,2.460510,9.363120000e-06,133613,2.019660000e-03,1.9590,1.7610000e-01,PC,,,
11433,7700033,2,0.782981,9.360940000e-06,132161,1.900560000e-03,1.5140,1.2280000e-01,AFP,,,
11434,7700500,1,4.606970,2.966080000e-05,133863,4.813330000e-03,2.3340,9.8580000e-01,UNK,,,
11435,7700561,1,1.507080,3.569850000e-06,132097,9.055670000e-04,1.8150,1.1570000e-01,AFP,,,
11436,7700578,1,1.507020,0.000000000e+00,132165,0.000000000e+00,3.5000,0.0000000e+00,AFP,,,
11437,7739152,1,459.256000,6.492010000e-03,260342,6.093580000e-03,4.7000,1.6650000e+00,NTP,,,
11438,7739172,1,6.401310,1.073790000e-04,134769,1.236780000e-02,10.1600,4.0150000e+00,AFP,,,
11439,7739172,2,6.398430,1.352870000e-04,134104,1.857110000e-02,16.2800,7.5170000e+00,AFP,,,
11440,7741048,1,0.843389,9.649530000e-06,131582,2.177200000e-03,1.4050,1.5110000e-01,UNK,,,
11441,7765374,1,4.408030,3.039180000e-05,133933,4.493660000e-03,7.7770,9.7000000e-01,AFP,,,
11442,7765374,2,4.408210,2.585530000e-05,132919,3.866120000e-03,6.2130,3.4300000e-01,AFP,,,
11443,7765528,1,7.039310,1.235060000e-05,133856,1.357360000e-03,3.3150,9.3110000e-02,PC,,,
11444,7778108,2,2.471270,3.065200000e-05,132781,7.792410000e-03,5.3500,1.6780000e+00,AFP,,,
11445,7778108,3,2.471360,2.710050000e-05,131537,6.481900000e-03,5.6960,2.5110000e+00,AFP,,,
11446,7778427,1,5.382960,3.743010000e-05,136242,5.080900000e-03,3.1540,1.4090000e-01,PC,,,
11447,7337049,1,4.870790,1.193880000e-04,132344,1.913260000e-02,10.6600,2.7800000e-01,AFP,,,
11448,7337049,2,4.871360,4.398160000e-05,136047,5.463790000e-03,15.0000,6.6440000e+00,AFP,,,
11449,7338125,1,0.956629,3.103820000e-04,131991,1.077320000e-01,7.2740,2.4910000e+02,NTP,,,
11450,7344999,1,0.706242,1.095690000e-05,132019,2.656840000e-03,2.3380,8.2420000e-01,AFP,,,
11451,7366036,1,0.566808,5.242240000e-06,131787,8.599880000e-04,1.4090,4.4550000e-01,NTP,,,
11452,7366065,1,0.566801,1.185120000e-05,131795,1.622830000e-03,0.9002,9.9870000e-02,NTP,,,
11453,7366258,1,51.540500,6.414930000e-05,174046,1.031410000e-03,6.5010,1.8370000e-01,PC,,,
11454,7366258,2,26.444400,4.864610000e-05,141231,1.535500000e-03,4.6580,1.0160000e-01,PC,,,
11455,7383227,1,0.825772,1.360450000e-05,131814,4.283320000e-03,1.8950,3.3940000e+00,UNK,,,
11456,7383764,1,2.457110,2.125900000e-05,131606,4.169350000e-03,6.5510,2.6900000e+00,AFP,,,
11457,7383764,2,2.457170,2.156370000e-05,133256,4.403220000e-03,7.1780,1.2270000e+00,AFP,,,
11458,7432548,1,4.090980,6.464700000e-05,134672,1.015120000e-02,18.0600,7.8880000e+00,NTP,,,
11459,7433279,1,1.966300,1.725060000e-05,132016,3.471260000e-03,5.8150,1.1030000e+00,NTP,,,
11460,7433585,1,0.545517,9.518950000e-04,131742,1.062510000e-01,0.5298,2.8950000e+00,AFP,,,
11461,7456441,2,1.195980,1.409350000e-05,132551,8.152140000e-03,2.5920,1.0000000e-01,AFP,,,
11462,7456521,1,552.830000,0.000000000e+00,484259,0.000000000e+00,9.0000,0.0000000e+00,UNK,,,
11463,7457278,1,12.609200,1.244460000e-04,136719,8.073930000e-03,15.2700,3.1890000e-01,UNK,,,
11464,7457296,1,3.970730,1.054280000e-05,134646,1.723920000e-03,1.7800,1.2240000e-01,PC,,,
11465,7470159,1,442.942000,1.342540000e-02,292760,1.633220000e-02,13.3100,1.3410000e+00,NTP,,,
11466,7470491,1,441.231000,2.017610000e-02,296148,2.370550000e-02,18.3900,1.7630000e+00,NTP,,,
11467,7499398,1,23.020300,2.663630000e-05,150604,9.877780000e-04,3.5370,8.5410000e-02,PC,,,
11468,7523340,3,4.908200,5.371760000e-05,133767,2.257270000e-02,25.9400,1.4940000e+01,AFP,,,
11469,7523733,1,2.006560,3.943800000e-05,133268,1.024930000e-02,6.2940,2.8780000e-01,UNK,,,
11470,7523733,2,0.624276,1.515610000e-05,131812,3.946100000e-03,1.9900,3.6390000e+00,UNK,,,
11471,7549389,2,18.470100,4.578240000e-04,146521,2.012530000e-02,15.9400,4.9530000e-01,AFP,,,
11472,7549852,1,0.562312,5.007090000e-06,131961,5.926090000e-04,1.5000,1.8310000e-01,AFP,,,
11473,7549852,2,0.562312,6.035070000e-06,131680,7.138400000e-04,1.5000,2.3530000e-01,AFP,,,
11474,7549852,3,1.283580,3.469180000e-05,131627,7.951870000e-03,1.8020,2.2370000e-01,UNK,,,
11475,7595157,2,2.358960,7.655440000e-06,132688,1.613650000e-03,1.6130,7.5910000e-02,PC,,,
11476,7595579,1,6.732350,6.789460000e-05,136579,8.151610000e-03,14.5300,2.0470000e+00,NTP,,,
11477,7595579,2,5.048980,6.944810000e-05,134801,1.042960000e-02,12.7600,4.2180000e+00,NTP,,,
11478,7620844,2,58.621600,1.361720000e-05,151694,1.719810000e-04,6.1500,1.3090000e-02,AFP,,,
11479,7621172,1,0.592825,5.619090000e-06,131856,1.025190000e-03,1.4670,4.7140000e-01,AFP,,,
11480,7621172,2,0.592824,6.477160000e-06,131561,1.266630000e-03,1.3040,9.1320000e-01,AFP,,,
11481,7621172,3,0.732114,9.116220000e-06,131970,6.239880000e-03,1.3080,9.4030000e-02,AFP,,,
11482,7621172,4,0.732250,0.000000000e+00,132188,0.000000000e+00,2.0000,0.0000000e+00,AFP,,,
11483,7658925,2,0.854816,1.252260000e-05,132155,1.696830000e-02,1.8760,4.7550000e-01,AFP,,,
11484,7658925,3,1.706280,7.158880000e-05,131699,2.024930000e-02,5.7280,1.8930000e+01,NTP,,,
11485,7659389,1,3.825900,6.557430000e-06,132202,1.124990000e-03,1.5330,2.8350000e-01,PC,,,
11486,7659782,1,523.578000,1.659660000e-02,655048,1.186560000e-02,9.9670,1.1640000e+00,NTP,,,
11487,7677005,1,38.058100,0.000000000e+00,142405,0.000000000e+00,6.0000,0.0000000e+00,AFP,,,
11488,7677005,2,38.058100,1.635470000e-06,134580,2.762390000e-05,12.2600,3.3440000e-03,AFP,,,
11489,7677005,3,304.496000,2.374700000e-03,332517,4.235470000e-03,29.1600,1.6370000e-01,NTP,,,
11490,7678099,1,1.298150,1.171970000e-05,132496,3.034090000e-03,4.5590,3.7220000e+00,NTP,,,
11491,7700578,2,1.507100,0.000000000e+00,132850,0.000000000e+00,2.5000,0.0000000e+00,AFP,,,
11492,7700590,1,1.507120,2.407860000e-07,132085,9.550460000e-05,3.8230,5.5980000e-03,AFP,,,
11493,7700622,1,35.581200,3.732560000e-05,153478,8.608140000e-04,4.2260,1.4320000e-01,PC,,,
11494,7700871,1,2.589830,2.295150000e-06,133884,4.836870000e-04,2.4720,2.0260000e-02,AFP,,,
11495,7741837,1,4.128090,2.605070000e-05,133945,3.618010000e-03,8.5250,1.8610000e+00,AFP,,,
11496,7741837,2,4.128600,3.103260000e-05,132584,4.669190000e-03,4.9200,3.9750000e-01,AFP,,,
11497,7741837,3,4.130060,7.113010000e-05,135045,1.091640000e-02,5.7560,1.9970000e-01,AFP,,,
11498,7765528,2,9.389170,4.580090000e-05,134413,3.944040000e-03,1.4090,1.9890000e-01,UNK,,,
11499,7765585,1,0.666521,2.374760000e-05,131673,1.025230000e-02,2.1620,1.8430000e+01,AFP,,,
11500,7765585,2,4.266930,6.120200000e-05,135777,9.749700000e-03,7.1920,2.0370000e+00,NTP,,,
11501,7765585,3,0.666546,1.041970000e-05,131963,3.372990000e-03,2.6570,2.9590000e+00,AFP,,,
11502,7778437,1,5.014230,4.632660000e-07,133175,6.431300000e-05,4.6180,1.2080000e-02,PC,,,
11503,7778621,1,7.281690,2.653720000e-05,137302,2.705860000e-03,1.4780,1.1800000e-01,PC,,,
11504,7778767,1,13.031400,9.925680000e-05,144111,6.592120000e-03,4.3120,9.4120000e-01,PC,,,
11505,7778767,2,2.610910,1.839050000e-05,133255,4.235710000e-03,1.9500,2.8060000e-01,UNK,,,
11506,7344999,2,0.706231,1.513820000e-05,131784,2.534210000e-03,1.7150,1.6730000e+00,AFP,,,
11507,7345248,1,5.664900,5.690650000e-05,136340,7.319160000e-03,4.1030,2.3880000e-01,PC,,,
11508,7345335,1,11.049600,9.483470000e-05,138540,6.731940000e-03,1.7360,4.1830000e-01,UNK,,,
11509,7346691,1,0.720917,8.681430000e-06,131527,1.128870000e-03,2.2440,5.5220000e-01,UNK,,,
11510,7366258,3,5.902240,8.701340000e-06,136783,1.090370000e-03,2.8700,2.0580000e-01,PC,,,
11511,7366258,4,2.382960,5.882770000e-06,132694,1.327830000e-03,2.1430,6.9850000e-02,PC,,,
11512,7367431,1,1.152110,1.111450000e-05,132565,3.956460000e-03,4.0000,3.7550000e+00,AFP,,,
11513,7383764,3,2.457230,2.381050000e-05,132360,5.405820000e-03,6.5350,2.9320000e+00,AFP,,,
11514,7384711,1,0.651805,1.343810000e-05,132107,7.074360000e-03,1.7750,1.4680000e+00,UNK,,,
11515,7385073,1,535.386000,1.777060000e-02,381225,2.439520000e-02,14.8700,1.6020000e+00,UNK,,,
11516,7385387,1,1.655400,1.515850000e-05,133161,5.120420000e-03,3.6920,1.8150000e+00,AFP,,,
11517,7434470,1,1.821000,1.184580000e-05,131609,2.151230000e-03,5.7190,8.4080000e-01,UNK,,,
11518,7434875,1,9.439460,4.417810000e-06,139428,3.690990000e-04,2.8990,1.1690000e-01,PC,,,
11519,7434875,2,20.481900,2.218020000e-04,137722,8.935950000e-03,2.9370,9.5730000e-01,PC,,,
11520,7434875,3,3.336120,5.552680000e-06,131982,1.034030000e-03,2.2950,2.0720000e-01,PC,,,
11521,7457355,1,1.267130,4.445060000e-05,132373,1.664360000e-02,3.3190,9.0780000e+00,AFP,,,
11522,7457355,2,1.267300,3.261810000e-05,132095,4.415780000e-03,1.6200,1.5370000e-01,AFP,,,
11523,7458050,1,0.651815,1.121630000e-05,132078,3.348920000e-03,2.4630,3.7070000e+00,NTP,,,
11524,7499407,1,0.885838,8.972570000e-06,132252,1.475640000e-03,3.1700,1.3350000e+00,AFP,,,
11525,7499407,2,0.885796,1.650860000e-05,131646,3.187230000e-02,2.9240,3.5960000e+00,AFP,,,
11526,7499407,3,0.885838,0.000000000e+00,131957,0.000000000e+00,3.0000,0.0000000e+00,AFP,,,
11527,7499571,1,533.655000,1.349060000e-02,375235,1.714540000e-02,9.3010,7.2700000e+00,UNK,,,
11528,7500268,1,427.659000,1.049410000e-02,298608,1.649450000e-02,15.3100,3.1610000e+00,UNK,,,
11529,7529180,1,640.656000,7.577430000e-03,161690,8.894890000e-03,12.4100,1.9350000e+00,UNK,,,
11530,7529266,1,8.600150,1.551880000e-06,134642,1.473480000e-04,9.0140,1.3030000e-02,PC,,,
11531,7530196,1,459.246000,1.295310000e-02,260378,1.818570000e-02,3.1540,4.5170000e+00,NTP,,,
